slot,core_id,band,plus,minus,plane
2641,2192,16,25,30,yes
2642,2193,18,38,42,yes
2643,2194,16,31,32,yes
2644,2195,16,26,25,yes
2645,2196,17,31,42,yes
2646,2197,17,12,28,yes
2647,2198,9,2,0,no
2648,2199,16,17,33,yes
2649,2200,19,42,54,yes
2650,2201,19,93,103,yes
2651,2202,18,73,101,yes
2652,2196,16,5,9,yes
2653,2203,13,2,0,no
2654,2204,17,47,61,yes
2655,2205,17,61,53,yes
2656,2206,37,2125,2194,yes
2657,2207,15,6,8,yes
2658,2208,14,6,8,yes
2659,2209,19,90,99,yes
2660,2210,16,10,12,yes
2661,2211,14,13,8,yes
2662,2212,14,3,7,yes
2663,2213,18,43,100,yes
2664,2214,15,11,11,yes
2665,2215,16,32,18,yes
2666,2216,14,6,3,yes
2667,2217,16,17,17,yes
2668,1657,17,15,8,yes
2669,1858,18,12,11,yes
2670,2218,16,24,35,yes
2671,2219,18,75,111,yes
2672,2220,17,65,50,yes
2673,2221,18,75,97,yes
2674,2222,14,5,6,yes
2675,2223,38,2386,2336,yes
2676,2224,17,28,54,yes
2677,2225,17,25,31,yes
2678,2226,21,189,183,yes
2679,2227,14,2,7,yes
2680,2228,17,46,51,yes
2681,1654,20,95,102,yes
2682,2229,17,43,38,yes
2683,2230,18,53,46,yes
2684,2231,15,5,13,yes
2685,2232,16,10,12,yes
2686,2233,13,6,1,yes
2687,1654,19,13,13,yes
2688,2234,15,10,8,yes
2689,2235,17,43,32,yes
2690,2236,15,11,7,yes
2691,2237,15,23,15,yes
2692,2238,15,12,17,yes
2693,1954,18,23,29,yes
2694,2239,19,186,184,yes
2695,1739,18,20,30,yes
2696,2240,39,999,1011,yes
2697,2241,13,5,5,yes
2698,2242,20,107,78,yes
2699,2243,36,935,914,yes
2700,2244,17,49,49,yes
2701,2245,37,1564,1539,yes
2702,2246,14,5,9,yes
2703,2247,17,28,18,yes
2704,2248,18,46,32,yes
2705,2249,17,50,44,yes
2706,1516,18,18,14,yes
2707,2250,36,1163,1172,yes
2708,2251,17,33,39,yes
2709,2252,16,24,31,yes
2710,1889,16,6,4,yes
2711,2253,14,5,9,yes
2712,2254,16,12,14,yes
2713,2255,19,95,98,yes
2714,2256,15,15,7,yes
2715,2257,18,51,58,yes
2716,2258,19,95,90,yes
2717,2259,13,1,6,yes
2718,2260,17,60,38,yes
2719,2126,14,3,8,yes
2720,2261,15,5,7,yes
2721,1591,19,16,30,yes
2722,2262,13,4,1,yes
2723,2263,15,11,9,yes
2724,2264,16,11,9,yes
2725,2265,16,8,9,yes
2726,2266,16,19,35,yes
2727,2267,17,11,11,yes
2728,2268,16,13,7,yes
2729,2269,16,24,20,yes
2730,2270,17,55,51,yes
2731,2271,15,15,8,yes
2732,2272,16,20,18,yes
2733,2273,16,5,19,yes
2734,2274,16,8,13,yes
2735,2275,15,17,14,yes
2736,2276,15,4,8,yes
2737,2277,17,28,19,yes
2738,1671,19,21,26,yes
2739,2278,16,27,21,yes
2740,1409,22,76,108,yes
2741,2279,11,0,2,no
2742,2280,17,23,27,yes
2743,2281,15,13,16,yes
2744,2282,16,18,24,yes
2745,1735,20,53,37,yes
2746,2283,17,45,48,yes
2747,2284,16,21,17,yes
2748,2285,15,16,16,yes
2749,2286,17,54,44,yes
2750,2287,14,6,7,yes
2751,2288,14,5,5,yes
2752,2289,16,27,24,yes
2753,245,36,1679,1636,yes
2754,1528,18,22,26,yes
2755,2290,37,942,888,yes
2756,2291,16,25,27,yes
2757,2292,14,6,7,yes
2758,2293,17,21,24,yes
2759,2294,16,13,18,yes
2760,1879,15,1,3,yes
2761,2295,16,13,11,yes
2762,159,38,1440,1473,yes
2763,2296,37,705,674,yes
2764,2297,13,1,6,yes
2765,2298,15,9,11,yes
2766,2299,18,34,52,yes
2767,2300,16,14,13,yes
2768,2301,13,1,4,yes
2769,2302,16,14,17,yes
2770,2303,17,28,31,yes
2771,2304,13,2,5,yes
2772,2305,16,32,22,yes
2773,2306,15,9,12,yes
2774,104,38,1069,882,yes
2775,2011,16,1,2,yes
2776,2307,36,879,869,yes
2777,2308,9,3,0,no
2778,785,22,45,46,yes
2779,2309,12,2,2,yes
2780,1967,19,25,24,yes
2781,2310,14,4,7,yes
2782,2311,12,0,5,no
2783,2312,15,4,12,yes
2784,1776,20,53,44,yes
2785,1436,18,21,10,yes
2786,2313,17,30,21,yes
2787,2314,9,0,2,no
2788,2315,15,6,4,yes
2789,2316,15,13,8,yes
2790,2317,13,4,3,yes
2791,2318,18,65,47,yes
2792,2319,19,94,85,yes
2793,2320,18,41,53,yes
2794,2321,15,7,14,yes
2795,2148,16,8,5,yes
2796,2322,14,3,6,yes
2797,2323,16,11,22,yes
2798,2324,14,7,6,yes
2799,1093,24,29,34,yes
2800,2325,15,14,12,yes
2801,2149,15,2,7,yes
2802,2326,16,11,11,yes
2803,2125,17,25,23,yes
2804,2327,15,14,15,yes
2805,2328,14,6,2,yes
2806,2042,15,5,3,yes
2807,2105,15,11,11,yes
2808,2329,15,8,9,yes
2809,2330,9,2,0,no
2810,2331,8,2,0,no
2811,2332,13,6,2,yes
2812,2333,12,3,3,yes
2813,1462,23,18,31,yes
2814,2334,13,0,2,no
2815,2335,17,15,29,yes
2816,2336,14,8,8,yes
2817,2337,37,1172,1157,yes
2818,2338,14,10,6,yes
2819,2140,18,11,14,yes
2820,2339,5,2,0,no
2821,2340,37,456,404,yes
2822,1216,21,27,36,yes
2823,2341,15,18,7,yes
2824,2342,11,0,4,no
2825,2343,16,28,24,yes
2826,2344,17,9,7,yes
2827,2345,17,14,17,yes
2828,2346,13,7,2,yes
2829,2347,16,25,21,yes
2830,2348,0,0,2,no
2831,2349,12,2,2,yes
2832,1643,19,17,17,yes
2833,2350,15,6,5,yes
2834,2351,17,26,23,yes
2835,2352,15,19,10,yes
2836,2353,15,16,11,yes
2837,2354,12,2,1,yes
2838,2355,37,1049,1035,yes
2839,2115,17,16,10,yes
2840,2041,17,3,7,yes
2841,2356,12,1,3,yes
2842,2357,36,810,733,yes
2843,2358,38,1119,1144,yes
2844,2359,16,31,27,yes
2845,2360,16,24,20,yes
2846,2361,10,2,3,yes
2847,2362,16,24,25,yes
2848,172,40,862,797,yes
2849,388,37,657,569,yes
2850,2363,13,4,4,yes
2851,2364,12,1,8,yes
2852,2365,36,1049,1040,yes
2853,2366,15,9,14,yes
2854,1484,20,6,10,yes
2855,2367,15,2,10,yes
2856,2368,15,13,10,yes
2857,2369,16,25,34,yes
2858,2370,16,20,22,yes
2859,2371,9,2,0,no
2860,2372,16,15,26,yes
2861,2373,15,10,6,yes
2862,1806,18,18,7,yes
2863,2374,13,5,1,yes
2864,2375,17,28,29,yes
2865,2376,15,9,5,yes
2866,1897,19,23,26,yes
2867,2377,18,25,28,yes
2868,1904,16,10,9,yes
2869,2378,11,2,0,no
2870,2379,13,3,3,yes
2871,2380,18,23,22,yes
2872,2381,13,6,1,yes
2873,2319,18,10,11,yes
2874,2382,12,4,1,yes
2875,2383,15,9,7,yes
2876,2384,12,3,2,yes
2877,2385,16,22,16,yes
2878,2386,38,401,303,yes
2879,2387,16,28,22,yes
2880,2002,17,5,6,yes
2881,2388,14,7,4,yes
2882,2389,14,8,7,yes
2883,2390,15,6,9,yes
2884,2391,17,26,23,yes
2885,2040,17,16,13,yes
2886,2392,16,8,5,yes
2887,2393,18,25,22,yes
2888,2394,15,15,7,yes
2889,2395,11,2,5,yes
2890,2396,14,5,3,yes
2891,2397,8,2,0,no
2892,2398,14,8,7,yes
2893,2399,17,16,25,yes
2894,2400,13,2,8,yes
2895,2401,17,22,27,yes
2896,2402,16,8,12,yes
2897,2403,15,10,17,yes
2898,2404,16,8,13,yes
2899,2405,12,4,5,yes
2900,2406,15,13,18,yes
2901,2407,17,26,31,yes
2902,2408,17,46,38,yes
2903,2409,12,4,2,yes
2904,2410,15,12,12,yes
2905,2083,15,5,1,yes
2906,2411,14,7,10,yes
2907,2412,13,4,1,yes
2908,1285,22,8,10,yes
2909,2413,16,24,15,yes
2910,2414,14,5,9,yes
2911,1264,20,29,23,yes
2912,2415,16,15,5,yes
2913,2416,15,9,13,yes
2914,2417,15,6,7,yes
2915,2418,15,14,11,yes
2916,2419,12,6,0,no
2917,2420,15,17,13,yes
2918,2421,13,1,7,yes
2919,2422,13,2,1,yes
2920,2423,13,3,1,yes
2921,2424,14,12,8,yes
2922,2425,15,2,7,yes
2923,2017,19,17,12,yes
2924,2426,38,491,406,yes
2925,71,36,766,720,yes
2926,125,36,985,919,yes
2927,2427,37,431,334,yes
2928,2428,13,4,1,yes
2929,2429,13,4,2,yes
2930,2430,14,8,1,yes
2931,2221,17,10,9,yes
2932,2431,9,0,2,no
2933,2432,17,15,30,yes
2934,2433,15,12,8,yes
2935,2434,13,0,2,no
2936,2435,15,18,9,yes
2937,2436,17,39,40,yes
2938,2437,14,8,2,yes
2939,1967,18,2,8,yes
2940,2438,16,23,19,yes
2941,2439,14,6,9,yes
2942,2440,15,6,6,yes
2943,1697,19,4,15,yes
2944,2441,13,4,11,yes
2945,2442,13,2,2,yes
2946,2443,16,14,13,yes
2947,2444,36,1353,1306,yes
2948,1852,16,4,4,yes
2949,2445,39,921,847,yes
2950,2446,16,8,3,yes
2951,2201,18,11,17,yes
2952,2447,13,0,3,no
2953,1424,17,15,7,yes
2954,2448,14,3,8,yes
2955,2449,11,3,1,yes
2956,2450,14,4,1,yes
2957,2451,15,16,12,yes
2958,2452,36,820,810,yes
2959,2453,14,13,8,yes
2960,2454,16,27,17,yes
2961,2455,14,11,7,yes
2962,1804,20,12,9,yes
2963,1938,17,15,13,yes
2964,2258,18,14,7,yes
2965,1635,21,21,10,yes
2966,2456,14,3,6,yes
2967,2457,14,11,1,yes
2968,2458,14,3,1,yes
2969,2459,40,430,339,yes
2970,2017,18,2,0,no
2971,2460,15,15,6,yes
2972,2461,10,2,0,no
2973,2056,19,9,18,yes
2974,2462,14,3,10,yes
2975,2463,15,7,7,yes
2976,2464,14,6,7,yes
2977,2465,36,1001,993,yes
2978,1763,19,17,24,yes
2979,1782,16,5,3,yes
2980,1443,17,13,14,yes
2981,2466,17,19,20,yes
2982,2467,15,6,7,yes
2983,2468,13,2,5,yes
2984,2469,38,877,743,yes
2985,2470,16,24,19,yes
2986,2471,9,0,2,no
2987,2472,38,643,589,yes
2988,2473,10,2,1,yes
2989,2474,14,4,2,yes
2990,2475,14,0,3,no
2991,2476,14,5,2,yes
2992,2477,14,4,10,yes
2993,2478,15,3,4,yes
2994,2479,14,10,5,yes
2995,2480,10,2,0,no
2996,2160,17,6,5,yes
2997,2481,13,3,7,yes
2998,2482,13,0,4,no
2999,2027,18,25,21,yes
3000,2483,16,19,5,yes
3001,2484,15,4,2,yes
3002,2485,12,6,2,yes
3003,2257,17,7,3,yes
3004,2486,13,5,4,yes
3005,2487,13,3,4,yes
3006,2432,16,4,2,yes
3007,2214,14,1,3,yes
3008,1444,20,14,16,yes
3009,2488,12,1,2,yes
3010,2489,16,6,9,yes
3011,2475,15,8,3,yes
3012,2341,14,2,1,yes
3013,1812,18,8,3,yes
3014,2490,12,4,0,no
3015,2136,17,6,4,yes
3016,2491,15,12,8,yes
3017,2492,11,4,1,yes
3018,2493,15,7,8,yes
3019,2494,14,5,12,yes
3020,1511,20,10,14,yes
3021,2495,14,7,2,yes
3022,2496,12,0,4,no
3023,2497,14,1,8,yes
3024,2391,16,2,4,yes
3025,2498,36,679,614,yes
3026,2499,12,1,6,yes
3027,2369,15,8,2,yes
3028,2500,13,3,2,yes
3029,2252,15,4,0,no
3030,2501,14,0,7,no
3031,2502,15,2,1,yes
3032,2503,12,2,0,no
3033,2504,14,2,0,no
3034,2505,11,3,1,yes
3035,2506,15,7,9,yes
3036,2507,9,0,2,no
3037,1914,18,10,4,yes
3038,2508,15,8,6,yes
3039,2509,14,5,4,yes
3040,2510,14,2,7,yes
3041,1843,18,8,7,yes
3042,2511,11,2,3,yes
3043,2512,10,3,0,no
3044,2513,12,3,1,yes
3045,2514,13,4,1,yes
3046,2515,14,4,2,yes
3047,2516,12,2,3,yes
3048,2517,10,2,0,no
3049,2518,12,3,1,yes
3050,2519,14,7,4,yes
3051,2520,15,11,5,yes
3052,2521,13,3,0,no
3053,2522,8,2,0,no
3054,2523,13,3,1,yes
3055,2524,15,5,11,yes
3056,2525,14,5,4,yes
3057,2526,11,4,0,no
3058,460,38,446,341,yes
3059,2527,14,5,7,yes
3060,2528,14,9,3,yes
3061,2529,13,4,1,yes
3062,2530,14,10,4,yes
3063,2531,11,0,5,no
3064,2532,12,3,3,yes
3065,2533,12,2,2,yes
3066,2534,12,1,2,yes
3067,2535,14,4,4,yes
3068,2536,11,2,2,yes
3069,2537,15,7,10,yes
3070,2538,13,1,2,yes
3071,1473,19,2,5,yes
3072,2539,12,1,2,yes
3073,2504,15,2,3,yes
3074,2540,11,4,3,yes
3075,2541,15,10,17,yes
3076,2542,12,0,2,no
3077,1622,17,4,3,yes
3078,2528,13,1,2,yes
3079,2334,14,5,6,yes
3080,2543,13,2,1,yes
3081,2544,13,1,3,yes
3082,2545,13,3,0,no
3083,2546,12,0,6,no
3084,2547,13,5,3,yes
3085,2161,17,6,3,yes
3086,2548,13,0,3,no
3087,2549,14,5,4,yes
3088,1854,15,3,4,yes
3089,1994,18,4,4,yes
3090,2550,12,2,0,no
3091,2269,15,5,1,yes
3092,2258,17,4,0,no
3093,2551,14,2,6,yes
3094,2552,15,1,4,yes
3095,2553,13,0,2,no
3096,2554,13,2,3,yes
3097,2555,14,6,7,yes
3098,2556,10,1,2,yes
3099,2557,14,6,8,yes
3100,2558,38,359,9,yes
3101,2559,37,611,537,yes
3102,2560,37,95,7,yes
3103,2561,38,589,479,yes
3104,2562,38,164,0,no
3105,2563,38,246,127,yes
3106,2564,38,308,19,yes
3107,522,38,390,8,yes
3108,67,37,63,23,yes
3109,2565,37,83,20,yes
3110,2566,38,112,50,yes
3111,2567,37,142,35,yes
3112,2568,37,82,23,yes
3113,2569,37,424,310,yes
3114,2570,39,292,1,yes
3115,2571,38,443,10,yes
3116,2572,38,477,15,yes
3117,2573,38,321,163,yes
3118,2574,37,174,74,yes
3119,2575,38,395,215,yes
3120,2576,39,246,1,yes
3121,506,37,97,44,yes
3122,2577,37,70,20,yes
3123,419,36,617,592,yes
3124,2578,37,931,796,yes
3125,2579,13,2,1,yes
3126,2580,13,1,1,yes
3127,2581,40,812,656,yes
3128,2582,10,1,0,no
3129,2583,39,722,674,yes
3130,2584,39,286,126,yes
3131,2585,44,851,764,yes
3132,2586,38,682,606,yes
3133,2587,37,378,190,yes
3134,2588,37,763,584,yes
3135,328,37,65,22,yes
3136,2589,38,472,8,yes
3137,292,38,313,123,yes
3138,269,42,362,207,yes
3139,77,40,135,36,yes
3140,2590,43,194,70,yes
3141,2591,37,233,102,yes
3142,2592,37,515,516,yes
3143,2593,38,65,31,yes
3144,2005,14,1,1,yes
3145,2594,39,386,192,yes
3146,133,37,496,425,yes
3147,2595,40,307,157,yes
3148,2596,8,0,1,no
3149,2597,37,428,282,yes
3150,2598,41,530,416,yes
3151,2599,36,741,693,yes
3152,2600,36,681,655,yes
3153,2601,37,822,723,yes
3154,2602,37,472,354,yes
3155,2603,37,167,67,yes
3156,2604,39,459,333,yes
3157,489,39,212,117,yes
3158,237,38,102,32,yes
3159,2605,37,667,574,yes
3160,273,37,401,275,yes
3161,2606,14,1,2,yes
3162,2607,12,2,1,yes
3163,265,39,642,549,yes
3164,2608,37,398,281,yes
3165,2440,14,0,1,no
3166,2609,37,176,57,yes
3167,200,37,245,84,yes
3168,2610,38,151,53,yes
3169,2611,37,333,138,yes
3170,464,39,334,19,yes
3171,2612,38,329,4,yes
3172,146,38,105,17,yes
3173,2613,37,107,32,yes
3174,79,38,161,69,yes
3175,2614,37,80,25,yes
3176,2615,37,134,51,yes
3177,2616,40,374,25,yes
3178,2617,38,74,29,yes
3179,2618,37,348,157,yes
3180,2619,38,68,23,yes
3181,344,37,335,180,yes
3182,2620,37,212,65,yes
3183,2621,38,236,111,yes
3184,353,37,300,89,yes
3185,2622,39,88,25,yes
3186,2623,42,444,13,yes
3187,2624,39,205,72,yes
3188,2625,39,414,17,yes
3189,2626,40,69,25,yes
3190,2627,38,391,209,yes
3191,2628,37,307,153,yes
3192,2629,12,0,1,no
3193,1742,16,3,8,yes
3194,2630,14,3,2,yes
3195,2631,37,403,217,yes
3196,2632,37,64,32,yes
3197,2633,38,175,68,yes
3198,2634,38,90,18,yes
3199,2454,15,2,2,yes
3200,2635,39,402,263,yes
3201,2636,37,272,102,yes
3202,2637,38,384,18,yes
3203,2638,38,87,22,yes
3204,2639,38,107,44,yes
3205,2640,39,124,47,yes
3206,2641,40,238,75,yes
3207,2642,37,281,141,yes
3208,184,38,417,11,yes
3209,2643,41,244,107,yes
3210,2644,37,208,82,yes
3211,2086,17,1,3,yes
3212,2645,38,169,67,yes
3213,2646,39,91,14,yes
3214,281,38,424,5,yes
3215,176,38,73,16,yes
3216,2647,37,108,40,yes
3217,2648,39,334,12,yes
3218,2649,14,1,4,yes
3219,2535,13,1,0,no
3220,2650,42,77,24,yes
3221,2651,37,85,17,yes
3222,2652,39,149,46,yes
3223,2653,38,207,104,yes
3224,282,37,177,53,yes
3225,2654,40,399,7,yes
3226,2655,40,424,6,yes
3227,2656,38,77,12,yes
3228,2657,40,86,31,yes
3229,2658,12,2,1,yes
3230,2659,37,61,25,yes
3231,2660,10,1,1,yes
3232,2661,38,97,10,yes
3233,2662,12,1,0,no
3234,2663,10,0,1,no
3235,2664,13,2,3,yes
3236,2665,13,1,3,yes
3237,2666,9,0,1,no
3238,2299,17,8,4,yes
3239,2667,14,1,1,yes
3240,248,40,513,13,yes
3241,2668,41,423,6,yes
3242,2669,39,75,20,yes
3243,2670,38,374,5,yes
3244,2671,37,119,14,yes
3245,1061,40,275,0,no
3246,2581,41,64,0,no
3247,2672,41,98,1,yes
3248,2673,39,174,0,no
3249,2674,39,262,1,yes
3250,2675,43,70,0,no
3251,2650,43,88,0,no
3252,2676,46,90,0,no
3253,692,39,234,0,no
3254,2677,39,144,0,no
3255,2678,42,601,0,no
3256,2679,43,37,0,no
3257,2680,41,68,0,no
3258,2681,39,178,0,no
3259,2682,42,164,0,no
3260,1551,40,558,0,no
3261,2683,39,174,0,no
3262,2684,41,188,0,no
3263,503,42,188,0,no
3264,2685,45,175,0,no
3265,2686,42,264,0,no
3266,2687,39,260,0,no
3267,1350,40,146,0,no
3268,2688,41,139,0,no
3269,2689,40,141,0,no
3270,2690,39,127,0,no
3271,2691,40,118,0,no
3272,2692,44,400,1,yes
3273,2693,40,83,0,no
3274,2694,41,314,1,yes
3275,2695,44,164,0,no
3276,2583,40,98,0,no
3277,2459,41,57,1,yes
3278,2696,41,151,0,no
3279,2697,40,46,0,no
3280,2698,39,169,0,no
3281,2190,41,580,0,no
3282,2699,40,33,0,no
3283,1690,39,128,0,no
3284,2700,41,697,0,no
3285,2701,39,184,0,no
3286,1360,44,199,0,no
3287,2702,41,83,0,no
3288,2703,46,6,0,no
3289,2704,38,215,0,no
3290,2705,45,75,0,no
3291,2706,39,188,0,no
3292,2707,39,329,3,yes
3293,2708,40,188,0,no
3294,2709,42,123,0,no
3295,1762,43,148,0,no
3296,2710,40,167,0,no
3297,2711,41,662,0,no
3298,2712,39,173,0,no
3299,2713,39,175,0,no
3300,2714,41,182,0,no
3301,265,40,191,0,no
3302,2715,39,163,0,no
3303,2716,40,167,0,no
3304,2717,41,64,0,no
3305,2718,40,155,0,no
3306,2719,42,174,0,no
3307,2720,40,186,0,no
3308,2721,40,148,0,no
3309,2722,39,148,0,no
3310,2723,39,134,0,no
3311,2724,40,216,0,no
3312,2725,40,83,0,no
3313,2726,41,426,0,no
3314,2727,46,312,0,no
3315,2728,45,12,0,no
3316,2729,40,161,0,no
3317,1986,39,104,0,no
3318,2730,40,56,0,no
3319,2731,40,316,0,no
3320,2732,42,77,0,no
3321,2733,41,31,0,no
3322,2734,43,729,0,no
3323,2735,44,227,0,no
3324,2736,40,139,0,no
3325,2737,39,169,0,no
3326,2738,46,58,0,no
3327,2739,40,152,0,no
3328,2740,41,40,0,no
3329,2741,40,302,0,no
3330,2742,40,54,0,no
3331,2743,41,240,0,no
3332,2744,43,7,0,no
3333,2745,39,193,0,no
3334,2445,40,73,0,no
3335,2746,40,95,0,no
3336,2747,40,118,0,no
3337,2748,39,160,0,no
3338,2111,42,443,1,yes
3339,2749,40,144,0,no
3340,2750,42,284,2,yes
3341,590,43,321,4,yes
3342,2751,45,204,22,yes
3343,2752,39,426,7,yes
3344,2753,13,3,2,yes
3345,2754,13,1,0,no
3346,2755,15,4,3,yes
3347,280,39,85,25,yes
3348,2756,37,86,27,yes
3349,2757,14,2,2,yes
3350,2758,40,58,0,no
3351,2759,40,268,1,yes
3352,1521,39,176,0,no
3353,2760,40,66,0,no
3354,2761,40,243,0,no
3355,2762,38,349,2,yes
3356,2763,38,353,3,yes
3357,2764,42,66,0,no
3358,2765,39,176,0,no
3359,2766,37,61,29,yes
3360,1352,40,157,0,no
3361,1288,39,174,1,yes
3362,2767,39,173,0,no
3363,2768,40,167,0,no
3364,348,38,220,2,yes
3365,2769,40,183,0,no
3366,2770,41,37,0,no
3367,2771,39,178,0,no
3368,2772,39,181,0,no
3369,1303,39,178,0,no
3370,1331,39,225,0,no
3371,2773,39,186,0,no
3372,2774,41,200,1,yes
3373,2775,39,179,0,no
3374,2776,41,251,0,no
3375,2777,38,360,0,no
3376,2598,42,172,0,no
3377,2778,41,77,0,no
3378,2240,40,410,0,no
3379,2779,39,155,0,no
3380,1349,41,174,0,no
3381,2780,39,187,0,no
3382,2781,38,340,0,no
3383,2782,40,496,0,no
3384,2783,39,291,1,yes
3385,558,38,192,0,no
3386,895,41,246,0,no
3387,2784,39,459,13,yes
3388,2089,39,165,0,no
3389,2785,39,226,0,no
3390,2786,39,164,0,no
3391,2787,41,158,0,no
3392,2788,39,202,0,no
3393,2789,39,169,0,no
3394,76,39,196,0,no
3395,2790,38,236,0,no
3396,1306,39,212,0,no
3397,2791,40,179,0,no
3398,3,40,246,0,no
3399,2792,40,180,0,no
3400,2793,40,529,0,no
3401,2794,39,143,0,no
3402,2795,41,39,0,no
3403,2796,41,212,0,no
3404,1346,41,169,0,no
3405,2797,40,432,0,no
3406,1309,40,179,1,yes
3407,2798,11,1,1,yes
3408,246,37,83,12,yes
3409,2799,39,140,14,yes
3410,2800,40,98,8,yes
3411,65,37,150,9,yes
3412,2801,41,429,4,yes
3413,2802,40,352,6,yes
3414,2803,41,478,12,yes
3415,2804,39,486,13,yes
3416,2805,37,140,54,yes
3417,2806,38,120,8,yes
3418,209,37,86,30,yes
3419,2807,41,87,44,yes
3420,2808,15,9,3,yes
3421,2809,39,358,9,yes
3422,2810,37,77,21,yes
3423,2811,13,3,2,yes
3424,2812,37,89,21,yes
3425,2813,38,292,13,yes
3426,2814,11,2,0,no
3427,2815,12,1,2,yes
3428,2816,39,88,37,yes
3429,2817,37,105,30,yes
3430,2818,37,89,14,yes
3431,2819,13,2,1,yes
3432,2820,14,3,2,yes
3433,2821,13,4,2,yes
3434,2822,14,2,2,yes
3435,2823,15,1,2,yes
3436,2824,12,1,0,no
3437,2448,13,1,0,no
3438,2467,14,1,2,yes
3439,2403,14,1,2,yes
3440,2825,15,3,4,yes
3441,2826,14,5,6,yes
3442,2827,10,1,1,yes
3443,2828,13,0,2,no
3444,1443,16,2,1,yes
3445,2829,13,1,2,yes
3446,2825,14,1,1,yes
3447,2830,11,0,1,no
3448,2831,11,1,0,no
3449,2832,10,1,0,no
3450,2833,14,4,1,yes
3451,2834,13,4,3,yes
3452,2835,14,2,1,yes
3453,2836,15,3,10,yes
3454,2837,13,4,2,yes
3455,2838,11,0,3,no
3456,2839,10,1,1,yes
3457,2840,13,2,2,yes
3458,2841,38,393,5,yes
3459,2842,37,126,18,yes
3460,2843,37,121,12,yes
3461,2844,37,107,15,yes
3462,99,39,383,5,yes
3463,2845,38,462,11,yes
3464,2846,38,83,23,yes
3465,2847,38,395,8,yes
3466,547,41,79,15,yes
3467,2848,38,353,8,yes
3468,2849,39,379,3,yes
3469,2850,42,352,3,yes
3470,2851,39,451,1,yes
3471,2852,38,467,9,yes
3472,2853,38,373,1,yes
3473,2854,46,195,0,no
3474,2855,39,324,1,yes
3475,2856,44,393,1,yes
3476,2857,39,440,5,yes
3477,2858,38,431,1,yes
3478,2859,37,80,14,yes
3479,2860,39,223,1,yes
3480,505,38,465,2,yes
3481,2861,38,315,2,yes
3482,2862,44,100,0,no
3483,322,38,335,4,yes
3484,2863,38,437,1,yes
3485,2864,39,229,2,yes
3486,142,39,373,4,yes
3487,2865,39,258,0,no
3488,2866,38,424,5,yes
3489,2867,39,198,0,no
3490,2868,39,198,0,no
3491,2869,39,445,1,yes
3492,199,38,449,3,yes
3493,2870,42,237,0,no
3494,2871,38,423,2,yes
3495,2872,39,149,0,no
3496,2626,41,90,0,no
3497,2873,39,207,0,no
3498,2874,41,79,0,no
3499,2875,38,374,0,no
3500,2876,44,117,0,no
3501,359,39,178,0,no
3502,2877,38,153,0,no
3503,2878,38,168,0,no
3504,2879,40,209,0,no
3505,2880,39,122,0,no
3506,2881,40,41,0,no
3507,2882,40,174,0,no
3508,2883,42,37,0,no
3509,2884,41,212,0,no
3510,2885,40,248,0,no
3511,77,41,53,0,no
3512,2886,43,125,0,no
3513,2223,39,178,0,no
3514,2887,42,104,0,no
3515,2888,43,183,1,yes
3516,2889,38,379,5,yes
3517,2890,43,4,0,no
3518,2891,39,238,0,no
3519,2892,41,51,0,no
3520,2893,40,551,0,no
3521,2894,40,191,0,no
3522,331,39,200,2,yes
3523,2895,40,432,2,yes
3524,2896,41,187,0,no
3525,2897,39,207,0,no
3526,2898,38,421,1,yes
3527,2899,40,658,0,no
3528,2900,41,248,2,yes
3529,2901,39,145,0,no
3530,2902,41,88,0,no
3531,2903,40,55,0,no
3532,2643,42,49,0,no
3533,2904,40,43,0,no
3534,2905,39,162,0,no
3535,2906,41,76,0,no
3536,2907,40,50,0,no
3537,2908,41,74,0,no
3538,2909,42,36,0,no
3539,2910,39,178,0,no
3540,2911,40,62,0,no
3541,2912,40,28,0,no
3542,2913,13,3,1,yes
3543,2914,13,2,0,no
3544,2915,15,3,3,yes
3545,2916,12,1,2,yes
3546,2917,10,0,1,no
3547,2918,38,340,4,yes
3548,2919,41,118,0,no
3549,2920,41,41,0,no
3550,172,41,142,0,no
3551,2921,40,229,0,no
3552,2922,38,293,2,yes
3553,2923,40,143,0,no
3554,1483,40,146,0,no
3555,2924,40,252,0,no
3556,605,38,135,2,yes
3557,2925,38,115,4,yes
3558,2926,43,201,0,no
3559,2927,38,312,0,no
3560,2928,42,157,0,no
3561,2929,41,171,0,no
3562,2930,42,182,0,no
3563,2931,42,240,1,yes
3564,2932,39,161,0,no
3565,2933,38,179,0,no
3566,2934,41,449,2,yes
3567,2935,40,68,0,no
3568,2936,41,155,0,no
3569,426,39,227,0,no
3570,2937,39,238,0,no
3571,2938,39,238,0,no
3572,2939,40,348,2,yes
3573,2940,39,200,0,no
3574,2941,38,276,1,yes
3575,2942,39,212,0,no
3576,2943,39,117,0,no
3577,316,41,317,2,yes
3578,2944,39,202,0,no
3579,2945,17,6,6,yes
3580,2946,10,1,0,no
3581,2367,14,1,0,no
3582,2114,16,3,1,yes
3583,2300,15,2,2,yes
3584,2947,14,5,1,yes
3585,2458,13,1,0,no
3586,2948,12,0,4,no
3587,1789,15,2,3,yes
3588,2949,12,0,2,no
3589,2950,12,0,1,no
3590,2951,12,2,4,yes
3591,490,39,269,1,yes
3592,2952,14,6,1,yes
